timestamp,activity
0.0,4.0
0.02,4.0
0.04,4.0
0.06,4.0
0.08,4.0
0.1,4.0
0.12,4.0
0.14,4.0
0.16,4.0
0.18,4.0
0.2,4.0
0.22,4.0
0.24,4.0
0.26,4.0
0.28,4.0
0.3,4.0
0.32,4.0
0.34,4.0
0.36,4.0
0.38,4.0
0.4,4.0
0.42,4.0
0.44,4.0
0.46,4.0
0.48,4.0
0.5,4.0
0.52,4.0
0.54,4.0
0.56,4.0
0.58,4.0
0.6,4.0
0.62,4.0
0.64,4.0
0.66,4.0
0.68,4.0
0.7000000000000001,4.0
0.72,4.0
0.74,4.0
0.76,4.0
0.78,4.0
0.8,4.0
0.8200000000000001,4.0
0.84,4.0
0.86,4.0
0.88,4.0
0.9,4.0
0.92,4.0
0.94,4.0
0.96,4.0
0.98,4.0
1.0,4.0
1.02,4.0
1.04,4.0
1.06,4.0
1.08,4.0
1.1,4.0
1.12,4.0
1.14,4.0
1.16,4.0
1.18,4.0
1.2,4.0
1.22,4.0
1.24,4.0
1.26,4.0
1.28,4.0
1.3,4.0
1.32,4.0
1.34,4.0
1.36,4.0
1.38,4.0
1.4,4.0
1.42,4.0
1.44,4.0
1.46,4.0
1.48,4.0
1.5,4.0
1.52,4.0
1.54,4.0
1.56,4.0
1.58,4.0
1.6,4.0
1.62,4.0
1.64,4.0
1.66,4.0
1.68,4.0
1.7,4.0
1.72,4.0
1.74,4.0
1.76,4.0
1.78,4.0
1.8,4.0
1.82,4.0
1.84,4.0
1.86,4.0
1.88,4.0
1.9,4.0
1.92,4.0
1.94,4.0
1.96,4.0
1.98,4.0
2.0,4.0
2.02,4.0
2.04,4.0
2.06,4.0
2.08,4.0
2.1,4.0
2.12,4.0
2.14,4.0
2.16,4.0
2.18,4.0
2.2,4.0
2.22,4.0
2.24,4.0
2.26,4.0
2.28,4.0
2.3000000000000003,4.0
2.32,4.0
2.34,4.0
2.36,4.0
2.38,4.0
2.4,4.0
2.42,4.0
2.44,4.0
2.46,4.0
2.48,4.0
2.5,4.0
2.52,4.0
2.54,4.0
2.56,4.0
2.58,4.0
2.6,4.0
2.62,4.0
2.64,4.0
2.66,4.0
2.68,4.0
2.7,4.0
2.72,4.0
2.74,4.0
2.76,4.0
2.78,4.0
2.8000000000000003,4.0
2.82,4.0
2.84,4.0
2.86,4.0
2.88,4.0
2.9,4.0
2.92,4.0
2.94,4.0
2.96,4.0
2.98,4.0
3.0,4.0
3.02,4.0
3.04,4.0
3.06,4.0
3.08,4.0
3.1,4.0
3.12,4.0
3.14,4.0
3.16,4.0
3.18,4.0
3.2,4.0
3.22,4.0
3.24,4.0
3.26,4.0
3.28,4.0
3.3000000000000003,4.0
3.3200000000000003,4.0
3.34,4.0
3.36,4.0
3.38,4.0
3.4,4.0
3.42,4.0
3.44,4.0
3.46,4.0
3.48,4.0
3.5,4.0
3.52,4.0
3.54,4.0
3.56,4.0
3.58,4.0
3.6,4.0
3.62,4.0
3.64,4.0
3.66,4.0
3.68,4.0
3.7,4.0
3.72,4.0
3.74,4.0
3.76,4.0
3.78,4.0
3.8,4.0
3.82,4.0
3.84,4.0
3.86,4.0
3.88,4.0
3.9,4.0
3.92,4.0
3.94,4.0
3.96,4.0
3.98,4.0
4.0,4.0
4.0200000000000005,4.0
4.04,4.0
4.0600000000000005,4.0
4.08,4.0
4.1,4.0
4.12,4.0
4.14,4.0
4.16,4.0
4.18,4.0
4.2,4.0
4.22,4.0
4.24,4.0
4.26,4.0
4.28,4.0
4.3,4.0
4.32,4.0
4.34,4.0
4.36,4.0
4.38,4.0
4.4,4.0
4.42,4.0
4.44,4.0
4.46,4.0
4.48,4.0
4.5,4.0
4.5200000000000005,4.0
4.54,4.0
4.5600000000000005,4.0
4.58,4.0
4.6000000000000005,4.0
4.62,4.0
4.64,4.0
4.66,4.0
4.68,4.0
4.7,4.0
4.72,4.0
4.74,4.0
4.76,4.0
4.78,4.0
4.8,4.0
4.82,4.0
4.84,4.0
4.86,4.0
4.88,4.0
4.9,4.0
4.92,4.0
4.94,4.0
4.96,4.0
4.98,4.0
5.0,4.0
5.0200000000000005,4.0
5.04,4.0
5.0600000000000005,4.0
5.08,4.0
5.1000000000000005,4.0
5.12,4.0
5.14,4.0
5.16,4.0
5.18,4.0
5.2,4.0
5.22,4.0
5.24,4.0
5.26,4.0
5.28,4.0
5.3,4.0
5.32,4.0
5.34,4.0
5.36,4.0
5.38,4.0
5.4,4.0
5.42,4.0
5.44,4.0
5.46,4.0
5.48,4.0
5.5,4.0
5.5200000000000005,4.0
5.54,4.0
5.5600000000000005,4.0
5.58,4.0
5.6000000000000005,4.0
5.62,4.0
5.64,4.0
5.66,4.0
5.68,4.0
5.7,4.0
5.72,4.0
5.74,4.0
5.76,4.0
5.78,4.0
5.8,4.0
5.82,4.0
5.84,4.0
5.86,4.0
5.88,4.0
5.9,4.0
5.92,4.0
5.94,4.0
5.96,4.0
5.98,4.0
6.0,4.0
6.0200000000000005,4.0
6.04,4.0
6.0600000000000005,4.0
6.08,4.0
6.1000000000000005,4.0
6.12,4.0
6.140000000000001,4.0
6.16,4.0
6.18,4.0
6.2,4.0
6.22,4.0
6.24,4.0
6.26,4.0
6.28,4.0
6.3,4.0
6.32,4.0
6.34,4.0
6.36,4.0
6.38,4.0
6.4,4.0
6.42,4.0
6.44,4.0
6.46,4.0
6.48,4.0
6.5,4.0
6.5200000000000005,4.0
6.54,4.0
6.5600000000000005,4.0
6.58,4.0
6.6000000000000005,4.0
6.62,4.0
6.640000000000001,4.0
6.66,4.0
6.68,4.0
6.7,4.0
6.72,4.0
6.74,4.0
6.76,4.0
6.78,4.0
6.8,4.0
6.82,4.0
6.84,4.0
6.86,4.0
6.88,4.0
6.9,4.0
6.92,4.0
6.94,4.0
6.96,4.0
6.98,4.0
7.0,4.0
7.0200000000000005,4.0
7.04,4.0
7.0600000000000005,4.0
7.08,4.0
7.1000000000000005,4.0
7.12,4.0
7.140000000000001,4.0
7.16,4.0
7.18,4.0
7.2,4.0
7.22,4.0
7.24,4.0
7.26,4.0
7.28,4.0
7.3,4.0
7.32,4.0
7.34,4.0
7.36,4.0
7.38,4.0
7.4,4.0
7.42,4.0
7.44,4.0
7.46,4.0
7.48,4.0
7.5,4.0
7.52,4.0
7.54,4.0
7.56,4.0
7.58,4.0
7.6,4.0
7.62,4.0
7.640000000000001,4.0
7.66,4.0
7.68,4.0
7.7,4.0
7.72,4.0
7.74,4.0
7.76,4.0
7.78,4.0
7.8,4.0
7.82,4.0
7.84,4.0
7.86,4.0
7.88,4.0
7.9,4.0
7.92,4.0
7.94,4.0
7.96,4.0
7.98,4.0
8.0,4.0
8.02,4.0
8.040000000000001,4.0
8.06,4.0
8.08,4.0
8.1,4.0
8.120000000000001,4.0
8.14,4.0
8.16,4.0
8.18,4.0
8.2,4.0
8.22,4.0
8.24,4.0
8.26,4.0
8.28,4.0
8.3,4.0
8.32,4.0
8.34,4.0
8.36,4.0
8.38,4.0
8.4,4.0
8.42,4.0
8.44,4.0
8.46,4.0
8.48,4.0
8.5,4.0
8.52,4.0
8.540000000000001,4.0
8.56,4.0
8.58,4.0
8.6,4.0
8.620000000000001,4.0
8.64,4.0
8.66,4.0
8.68,4.0
8.700000000000001,4.0
8.72,4.0
8.74,4.0
8.76,4.0
8.78,4.0
8.8,4.0
8.82,4.0
8.84,4.0
8.86,4.0
8.88,4.0
8.9,4.0
8.92,4.0
8.94,4.0
8.96,4.0
8.98,4.0
9.0,4.0
9.02,4.0
9.04,4.0
9.06,4.0
9.08,4.0
9.1,4.0
9.12,4.0
9.14,4.0
9.16,4.0
9.18,4.0
9.2,4.0
9.22,4.0
9.24,4.0
9.26,4.0
9.28,4.0
9.3,4.0
9.32,4.0
9.34,4.0
9.36,4.0
9.38,4.0
9.4,4.0
9.42,4.0
9.44,4.0
9.46,4.0
9.48,4.0
9.5,4.0
9.52,4.0
9.54,4.0
9.56,4.0
9.58,4.0
9.6,4.0
9.62,4.0
9.64,4.0
9.66,4.0
9.68,4.0
9.7,4.0
9.72,4.0
9.74,4.0
9.76,4.0
9.78,4.0
9.8,4.0
9.82,4.0
9.84,4.0
9.86,4.0
9.88,4.0
9.9,4.0
9.92,4.0
9.94,4.0
9.96,4.0
9.98,4.0
10.0,4.0
10.02,4.0
10.04,4.0
10.06,4.0
10.08,4.0
10.1,4.0
10.12,4.0
10.14,4.0
10.16,4.0
10.18,4.0
10.2,4.0
10.22,4.0
10.24,4.0
10.26,4.0
10.28,4.0
10.3,4.0
10.32,4.0
10.34,4.0
10.36,4.0
10.38,4.0
10.4,4.0
10.42,4.0
10.44,4.0
10.46,4.0
10.48,4.0
10.5,4.0
10.52,4.0
10.54,4.0
10.56,4.0
10.58,4.0
10.6,4.0
10.62,4.0
10.64,4.0
10.66,4.0
10.68,4.0
10.7,4.0
10.72,4.0
10.74,4.0
10.76,4.0
10.78,4.0
10.8,4.0
10.82,4.0
10.84,4.0
10.86,4.0
10.88,4.0
10.9,4.0
10.92,4.0
10.94,4.0
10.96,4.0
10.98,4.0
11.0,4.0
11.02,4.0
11.04,4.0
11.06,4.0
11.08,4.0
11.1,4.0
11.12,4.0
11.14,4.0
11.16,4.0
11.18,4.0
11.2,4.0
11.22,4.0
11.24,4.0
11.26,4.0
11.28,4.0
11.3,4.0
11.32,4.0
11.34,4.0
11.36,4.0
11.38,4.0
11.4,4.0
11.42,4.0
11.44,4.0
11.46,4.0
11.48,4.0
11.5,4.0
11.52,4.0
11.54,4.0
11.56,4.0
11.58,4.0
11.6,4.0
11.62,4.0
11.64,4.0
11.66,4.0
11.68,4.0
11.7,4.0
11.72,4.0
11.74,4.0
11.76,4.0
11.78,4.0
11.8,4.0
11.82,4.0
11.84,4.0
11.86,4.0
11.88,4.0
11.9,4.0
11.92,4.0
11.94,4.0
11.96,4.0
11.98,4.0
12.0,4.0
12.02,4.0
12.04,4.0
12.06,4.0
12.08,4.0
12.1,4.0
12.12,4.0
12.14,4.0
12.16,4.0
