0,249
87699,5
87732,5
87766,5
87799,5
87832,5
87866,5
87899,5
87932,5
87966,5
87999,5
88032,5
88066,5
88099,5
88132,5
88166,5
88199,5
88232,5
88266,5
88299,5
88332,5
88366,5
88399,5
88432,5
88466,5
88499,5
88532,5
88566,5
88599,5
88632,5
88666,5
88699,5
88732,5
88766,5
88799,5
88832,5
88866,5
88899,5
88932,5
88966,5
88999,5
89032,5
89066,5
89099,5
89132,5
89166,5
89199,5
89232,5
89266,5
89299,5
89332,5
89366,5
89399,5
89432,5
89466,5
89499,5
89532,5
89566,5
89599,5
89632,5
89666,5
89699,5
89732,5
89766,5
89799,5
89832,5
89866,5
89899,5
89932,5
89966,5
89999,5
90032,5
90066,5
90099,5
90132,5
90166,5
90199,5
90232,5
90266,5
90299,5
90332,6
90366,6
90399,6
90432,6
90466,6
90499,6
90532,6
90566,6
90599,6
90632,6
90666,6
90699,6
90732,6
90766,6
90799,6
90832,6
90866,6
90899,6
90932,6
90966,6
90999,6
91032,6
91066,6
91099,6
91132,6
91166,6
91199,6
91232,6
91266,6
91299,6
91332,6
91366,6
91399,6
91432,6
91466,6
91499,6
91532,6
91566,6
91599,6
91632,6
91666,6
91699,6
91732,6
91766,6
91799,6
91832,6
91866,6
91899,6
91932,6
91966,6
91999,6
92032,6
92066,6
92099,6
92132,6
92166,6
92199,6
92232,6
92266,6
92299,6
92332,6
92366,6
92399,6
92432,6
92466,6
92499,6
92532,6
92566,6
92599,6
92632,6
92666,0
92699,0
92732,0
92766,0
92799,0
92832,0
92866,0
92899,0
92932,0
92966,0
92999,0
93032,0
93066,0
93099,0
93132,0
93166,0
93199,0
93232,0
93266,0
93299,0
93332,0
93366,0
93399,0
93432,0
93466,0
93499,0
93532,0
93566,0
93599,0
93632,0
93666,0
93699,0
93732,0
93766,0
93799,0
93832,0
93866,0
93899,0
93932,0
93966,0
93999,0
94032,0
94066,0
94099,0
94132,0
94166,0
94199,0
94232,0
94266,0
94299,0
94332,0
94366,0
94399,0
94432,0
94466,0
94499,0
94532,0
94566,0
94599,0
94632,0
94666,0
94699,0
94732,0
94766,0
94799,0
94832,0
94866,0
94899,0
94932,0
94966,0
94999,0
95032,0
95066,0
95099,0
95132,0
95166,0
95199,0
95232,0
95266,0
95299,0
95332,0
95366,0
95399,0
95432,0
95466,0
95499,0
95532,0
95566,0
95599,0
95632,0
95666,0
95699,0
95732,0
95766,0
95799,0
95832,0
95866,0
95899,0
95932,0
95966,0
95999,0
96032,0
96066,0
96099,0
96132,0
96166,0
96199,0
96232,0
96266,0
96299,0
96332,0
96366,0
96399,0
96432,0
96466,0
96499,0
96532,0
96566,0
96599,0
96632,0
96666,0
96699,0
96732,0
96766,0
96799,0
96832,0
96866,0
96899,0
96932,0
96966,0
96999,0
97032,0
97066,0
97099,0
97132,0
97166,0
97199,0
97232,0
97266,0
97299,0
97332,0
97366,0
97399,0
97432,0
97466,0
97499,0
97532,0
97566,0
97599,0
97632,0
97666,0
97699,0
97732,0
97766,0
97799,0
97832,0
97866,0
97899,0
97932,0
97966,0
97999,0
98032,0
98066,7
98099,7
98132,7
98166,7
98199,7
98232,7
98266,7
98299,7
98332,7
98366,7
98399,7
98432,7
98466,7
98499,7
