0,249
62499,17
62533,17
62566,17
62599,17
62633,17
62666,17
62699,17
62733,17
62766,17
62799,17
62833,17
62866,17
62899,17
62933,17
62966,17
62999,17
63033,17
63066,17
63099,17
63133,17
63166,17
63199,17
63233,17
63266,17
63299,17
63333,17
63366,17
63399,17
63433,17
63466,17
63499,17
63533,17
63566,17
63599,17
63633,17
63666,17
63699,17
63733,17
63766,17
63799,17
63833,17
63866,17
63899,17
63933,17
63966,0
63999,0
64033,0
64066,0
64099,0
64133,0
64166,0
64199,0
64233,0
64266,0
64299,0
64333,0
64366,0
64399,0
64433,0
64466,0
64499,0
64533,0
64566,0
64599,0
64633,0
64666,0
64699,0
64733,0
64766,0
64799,0
64833,0
64866,0
64899,0
64933,0
64966,0
64999,0
65033,0
65066,0
65099,0
65133,0
65166,0
65199,0
65233,0
65266,0
65299,0
65333,0
65366,0
65399,0
65433,0
65466,0
65499,0
65533,0
65566,0
65599,0
65633,0
65666,0
65699,0
65733,0
65766,0
65799,0
65833,0
65866,0
65899,0
65933,0
65966,0
65999,0
66033,0
66066,0
66099,0
66133,0
66166,0
66199,0
66233,0
66266,0
66299,0
66333,0
66366,0
66399,0
66433,0
66466,0
66499,0
66533,0
66566,0
66599,0
66633,0
66666,0
66699,0
66733,0
66766,0
66799,0
66833,0
66866,0
66899,0
66933,0
66966,0
66999,0
67033,0
67066,0
67099,0
67133,0
67166,0
67199,0
67233,0
67266,0
67299,0
67333,0
67366,0
67399,0
67433,0
67466,0
67499,0
67533,0
67566,0
67599,0
67633,0
67666,0
67699,0
67733,0
67766,0
67799,0
67833,0
67866,0
67899,0
67933,0
67966,0
67999,0
68033,0
68066,0
68099,0
68133,0
68166,0
68199,0
68233,0
68266,0
68299,0
68333,0
68366,0
68399,0
68433,0
68466,0
68499,0
68533,0
68566,0
68599,0
68633,0
68666,0
68699,0
68733,0
68766,0
68799,0
68833,0
68866,0
68899,0
68933,0
68966,0
68999,0
69033,0
69066,0
69099,0
69133,0
69166,0
69199,0
69233,0
69266,0
69299,0
69333,0
69366,0
69399,0
69433,0
69466,0
69499,0
69533,0
69566,0
69599,0
69633,0
69666,0
69699,0
69733,0
69766,0
69799,0
69833,0
69866,0
69899,0
69933,0
69966,0
69999,0
70033,0
70066,0
70099,0
70133,0
70166,0
70199,0
70233,0
70266,0
70299,0
70333,0
70366,0
70399,0
70433,0
70466,0
70499,0
70533,0
70566,0
70599,0
70633,0
70666,0
70699,0
