timestamp,body_acc_x_train,body_acc_y_train,body_acc_z_train,body_gyro_x_train,body_gyro_y_train,body_gyro_z_train,total_acc_x_train,total_acc_y_train,total_acc_z_train
0.0,-0.03231917861891999,-0.02273273283150565,0.08805203734265496,0.07728621693193423,0.04860188111769064,-0.1063016931877308,0.15438758591723667,-0.2418971440018061,0.024844966701449145
0.02,-0.027866818618919983,-0.02450430283150565,0.08468518734265497,0.12263026693193423,-0.017709108882309362,-0.1309467931877308,0.1582993859172367,-0.2437071440018061,0.02476358670144914
0.04,-0.011868908618919982,-0.04257576283150565,0.08464204734265497,0.18165076693193422,-0.06109900888230936,-0.1280197931877308,0.17375048591723674,-0.2618555440018061,0.027969446701449144
0.06,-0.0002780391189199833,-0.05549017283150565,0.07913033734265497,0.1982090669319342,-0.03857544888230936,-0.1533503931877308,0.18478848591723662,-0.2748842440018061,0.02566837670144914
0.08,0.008852273381080017,-0.04838423283150565,0.07218682734265497,0.25612526693193427,-0.002288430882309361,-0.1603648931877308,0.1933614859172368,-0.26792924400180607,0.021895336701449136
0.1,0.04245520138108001,-0.02424237283150565,0.06504360734265496,0.2313701669319342,0.08553612111769063,-0.1162525931877308,0.22640648591723678,-0.24397424400180612,0.017880526701449143
0.12,0.037095231381080014,-0.0027219038315056507,0.05710749734265496,0.1868416669319342,0.10504215111769064,-0.049354933187730814,0.2204884859172367,-0.22267524400180608,0.013028826701449142
0.14,-0.006372747618919984,-0.01193252283150565,0.05294864734265496,0.17180836693193421,0.08507243111769064,-0.026507083187730807,0.17646748591723682,-0.2321396440018061,0.01190829670144914
0.16,-0.056291038618919986,-0.02403236283150565,0.05265836734265496,0.13938576693193422,0.09779745111769063,-0.037691023187730814,0.12600088591723668,-0.24452314400180608,0.01460816670144914
0.18,-0.050318728618919985,-0.02630882283150565,0.05989057734265496,0.14046476693193422,0.09200639111769063,-0.03570417318773081,0.13143068591723672,-0.24711114400180612,0.024780476701449144
0.2,-0.017427968618919983,-0.02811304283150565,0.07154814734265497,0.13718916693193423,0.08490478111769063,-0.03205186318773081,0.16378338591723673,-0.2492530440018061,0.039326666701449145
0.22,-0.023959948618919983,-0.02382663283150565,0.07190855734265497,0.12024466693193422,0.07761701111769063,-0.03304167318773081,0.15671688591723676,-0.2453288440018061,0.04252339670144914
0.24,-0.008050146618919982,-0.022406322831505652,0.06808179734265496,0.11323486693193423,0.08071250111769063,-0.03031236318773081,0.17209548591723678,-0.2442940440018061,0.04148028670144914
0.26,0.0011580546810800168,-0.02413200283150565,0.06991959734265496,0.09660268693193422,0.09256421111769063,-0.029639583187730807,0.18077748591723664,-0.2464267440018061,0.046048916701449144
0.28,-0.008438069618919982,-0.02826252283150565,0.06332932734265496,0.10174198693193422,0.09567871111769063,-0.03381587318773081,0.1706594859172368,-0.2509845440018061,0.042136546701449146
0.3,-0.00048187691891998324,-0.03727249283150565,0.05512594734265496,0.10589736693193422,0.10777465111769063,-0.03556468318773081,0.17809948591723668,-0.2604406440018061,0.03655803670144914
0.32,-0.013022678618919982,-0.04156631283150565,0.04940288734265496,0.10450146693193423,0.11040235111769063,-0.030633453187730808,0.16504848591723675,-0.2651985440018061,0.033406546701449144
0.34,-0.012190308618919982,-0.03545642283150565,0.041502477342654956,0.12986316693193423,0.10555835111769063,-0.01436070318773081,0.1653784859172367,-0.2595700440018061,0.028023916701449145
0.36,-0.0027814986189199833,-0.03187981283150565,0.045039737342654956,0.14659686693193422,0.10351065111769063,0.009241356812269189,0.17429148591723664,-0.25649154400180607,0.034024636701449146
0.38,-0.010555618618919982,-0.04195539283150565,0.04530510734265496,0.16590556693193423,0.09160748111769063,0.01636593681226919,0.16602948591723665,-0.2670810440018061,0.03669858670144914
0.4,-0.006870211618919983,-0.05282828283150565,0.03942330734265496,0.19222296693193422,0.08375140111769064,0.006902879812269191,0.1692354859172367,-0.2784832440018061,0.03317019670144915
0.42,-0.011923018618919982,-0.05541068283150565,0.04081910734265496,0.20522296693193423,0.09651943111769064,0.00479755181226919,0.16371098591723676,-0.2816099440018061,0.03686395670144914
0.44,-0.011648748618919982,-0.04997494283150565,0.03509098734265496,0.2208376669319342,0.11485295111769063,0.01112061681226919,0.16352228591723672,-0.2767337440018061,0.03337818670144914
0.46,-0.0017983846189199835,-0.04173352283150565,0.02780498734265496,0.22635546693193423,0.11008155111769063,0.01426083681226919,0.1729184859172368,-0.2690670440018061,0.028278716701449144
0.48,-0.004676456618919984,-0.03930087283150565,0.02327003734265496,0.23200946693193422,0.09631448111769063,0.01664898681226919,0.1695944859172367,-0.2672240440018061,0.025874186701449142
0.5,-0.006067073618919983,-0.04329722283150565,0.02341472734265496,0.25171116693193424,0.08723515111769063,0.020820176812269192,0.16776748591723667,-0.2718243440018061,0.028092796701449138
0.52,-0.015450798618919983,-0.05091248283150565,0.03262535734265496,0.27657506693193423,0.06692812111769063,0.029368946812269193,0.15795698591723673,-0.2800572440018061,0.039320566701449136
