timestamp,body_acc_x_train,body_acc_y_train,body_acc_z_train,body_gyro_x_train,body_gyro_y_train,body_gyro_z_train,total_acc_x_train,total_acc_y_train,total_acc_z_train
0.0,-0.00298558,-0.01850487,0.01431821,-0.03696463,0.3208346,-0.06282594,1.024671,-0.002616402,0.01878092
0.02,-0.01240232,-0.0178709,0.02773716,-0.01417563,0.2452999,-0.0734839,1.015224,-0.002183426,0.03252573
0.04,-0.01111089,-0.01250507,0.006739004,0.008550911,0.1420189,-0.0731429,1.01649,0.002975074,0.01183931
0.06,-0.003920583,-0.009473256,-0.002830378,0.03544375,0.1285661,-0.07488061,1.023659,0.005793474,0.00256845
0.08,0.01229396,-0.02273418,-0.02005855,0.08042157,0.1112455,-0.07010356,1.039857,-0.0076866,-0.01437415
0.1,0.02433143,-0.03296911,-0.04276865,0.1133793,0.1158954,-0.07144562,1.051881,-0.01814631,-0.03681214
0.12,0.01818818,-0.02780722,-0.05095733,0.09827371,0.1687486,-0.07680372,1.045729,-0.01321514,-0.0447435
0.14,0.01202684,-0.02194305,-0.05201931,0.04971026,0.1649744,-0.07867832,1.039565,-0.00758802,-0.04556487
0.16,0.005973014,-0.02037693,-0.04498715,-0.00981358,0.1590976,-0.08339954,1.033513,-0.006265487,-0.03831081
0.18,-0.009704741,-0.01130511,-0.0441778,-0.06417989,0.1538892,-0.07373357,1.017843,0.002556282,-0.03730001
0.2,-0.02286773,-0.001832562,-0.03977523,-0.07712097,0.119979,-0.05402328,1.004693,0.01177271,-0.03271783
0.22,-0.02685081,-0.003540953,-0.02806057,-0.1050375,0.05763206,-0.03096868,1.000727,0.009802849,-0.02084638
0.24,-0.02007492,-0.004033746,-0.04270556,-0.1702147,-0.01073513,-0.01444108,1.007521,0.009044149,-0.03535807
0.26,-0.009714852,-0.00489853,-0.05370887,-0.1811327,0.0058284,-0.01298789,1.017902,0.007909878,-0.0462522
0.28,-0.006408198,-0.01869812,-0.04350201,-0.1763317,0.02823623,-0.005637694,1.021228,-0.006162101,-0.03596115
0.3,-0.0007345339,-0.04031686,-0.03793123,-0.1742487,-0.001477075,-0.005316652,1.026922,-0.02805591,-0.03033198
0.32,0.004027801,-0.05290501,-0.03104769,-0.1247165,-0.02437812,-0.009746621,1.031703,-0.04092238,-0.02341627
0.34,0.0007421066,-0.04935918,-0.03335429,-0.08146198,-0.05712484,-0.008101437,1.028436,-0.03765937,-0.02571693
0.36,0.006043882,-0.04860352,-0.040446,-0.05140345,-0.05310725,-0.01983581,1.033756,-0.03719249,-0.03282879
0.38,0.0136466,-0.0482488,-0.03460751,-0.02326253,-0.0258076,-0.02271464,1.041377,-0.03713381,-0.02703646
0.4,0.01275279,-0.03357483,-0.0311219,0.00464682,-0.05850029,-0.01460659,1.040501,-0.02276424,-0.02362286
0.42,0.006626712,-0.02254844,-0.02570392,0.04749166,-0.08431177,-0.01450999,1.034394,-0.0120512,-0.01830236
0.44,-0.005072333,-0.02109385,-0.01318095,0.08627074,-0.08904896,-0.01129953,1.022715,-0.01091892,-0.00590163
0.46,0.0009407709,-0.01964467,-0.004222534,0.1320752,-0.09562602,-0.007360077,1.028749,-0.009800696,0.002910919
0.48,0.01421555,-0.01587397,-0.001052231,0.1380752,-0.05841927,-0.003432864,1.042045,-0.00636908,0.005913349
0.5,0.008080397,-0.007997204,0.004597853,0.09588629,-0.03470976,-0.0005640241,1.035933,0.001161114,0.01137545
0.52,-0.0006230471,0.005853383,0.03515111,0.06146456,-0.07040473,0.01432643,1.027254,0.01465858,0.04172286
0.54,-0.02225548,0.02570383,0.07773679,0.01495656,-0.1703058,0.05963455,1.005648,0.03415082,0.08408794
0.56,-0.04670049,0.03294072,0.09247317,-0.001438464,-0.3260762,0.1061328,0.9812289,0.04102654,0.09859348
0.58,-0.04236222,0.02470309,0.08351538,-0.0007340212,-0.4107951,0.1323401,0.9855922,0.03242733,0.08940002
0.6,-0.02873745,0.01852858,0.06292039,-0.04087336,-0.4035727,0.1356336,0.9992388,0.02589322,0.06856986
0.62,-0.01129603,0.005686277,0.02681488,-0.06117325,-0.3869328,0.1140315,1.016697,0.01269524,0.03223387
0.64,0.003357231,-0.01142594,0.004241705,-0.05690076,-0.3546935,0.09084669,1.031362,-0.004767487,0.009437523
0.66,0.003309669,-0.02075243,0.005550025,-0.04044038,-0.3140647,0.07845668,1.03132,-0.01443886,0.01053109
0.68,0.004871158,-0.03052014,-0.006321343,-0.01343505,-0.2679132,0.06813288,1.032883,-0.02454607,-0.001546323
0.7000000000000001,0.00823694,-0.03445773,-0.02290812,0.003223977,-0.2182906,0.06320373,1.036245,-0.02881854,-0.01833063
0.72,0.01170726,-0.02925357,-0.02866117,0.02867524,-0.2057761,0.06735204,1.039708,-0.02394563,-0.02427348
0.74,0.01407288,-0.02563992,-0.04359569,0.03639648,-0.1925845,0.06477849,1.042063,-0.02066056,-0.03939145
0.76,0.01218316,-0.02184978,-0.04226099,0.02685689,-0.1448201,0.05393526,1.040161,-0.01719704,-0.03823561
0.78,0.01245446,-0.0179634,-0.0276027,0.03051267,-0.1014669,0.0454765,1.040419,-0.01363579,-0.02375347
0.8,0.005771235,-0.01489324,-0.03433133,0.02226827,-0.07740769,0.0319822,1.033722,-0.01088953,-0.03065711
0.8200000000000001,-0.005137004,-0.009280145,-0.02824798,0.0106562,-0.08633124,0.02118099,1.0228,-0.00559914,-0.02474888
