timestamp,body_acc_x_train,body_acc_y_train,body_acc_z_train,body_gyro_x_train,body_gyro_y_train,body_gyro_z_train,total_acc_x_train,total_acc_y_train,total_acc_z_train
0.0,0.001393099,-0.002296728,-0.007529979,-0.01267808,-0.03622596,0.02880733,1.011663,-0.1627761,-0.1465984
0.02,-3.843928e-05,-0.001029516,-0.007656962,-0.01489539,-0.03335282,0.02709402,1.010282,-0.1615257,-0.146225
0.04,-0.0009011987,-0.0007755627,-0.006129529,-0.02115364,-0.03097829,0.03029388,1.009466,-0.161289,-0.1442152
0.06,-0.0002506938,-0.003179017,-0.009153883,-0.02379271,-0.02894421,0.0292283,1.010161,-0.16371,-0.1467754
0.08,-0.003064846,-0.005676551,-0.007549681,-0.02632584,-0.0265002,0.0246073,1.007389,-0.1662255,-0.1447257
0.1,-0.004420016,-0.003873939,-0.004585724,-0.03201045,-0.02808895,0.02329208,1.006073,-0.1644414,-0.1413351
0.12,-0.003849967,-0.002838938,-0.005816962,-0.03042545,-0.0350443,0.02449529,1.00668,-0.1634257,-0.1421588
0.14,-0.004326665,-0.005378623,-0.005293533,-0.03196392,-0.03764597,0.02686784,1.006237,-0.1659853,-0.1412469
0.16,-0.001534323,-0.006709206,-0.007847394,-0.03797445,-0.03508491,0.02803676,1.00906,-0.1673368,-0.1434313
0.18,-1.577844e-05,-0.005977645,-0.01228763,-0.03719708,-0.03286165,0.02798713,1.010606,-0.1666271,-0.1475211
0.2,-0.001239477,-0.006266844,-0.01485318,-0.03660001,-0.03172362,0.02713947,1.009407,-0.1669395,-0.1497553
0.22,-0.00150691,-0.008332063,-0.0158568,-0.03724984,-0.03221776,0.02345551,1.009162,-0.1690293,-0.1504469
0.24,-0.003228555,-0.008563585,-0.01458693,-0.03581204,-0.03166031,0.02245075,1.00746,-0.169287,-0.1488846
0.26,-0.004521005,-0.007107271,-0.01884862,-0.03667189,-0.03032929,0.02449698,1.006184,-0.1678588,-0.1528735
0.28,-0.003997945,-0.008576084,-0.0222087,-0.03834412,-0.02903254,0.0228401,1.006721,-0.1693577,-0.1559808
0.3,-0.004878326,-0.01058028,-0.01920732,-0.03891356,-0.02729385,0.02172708,1.005851,-0.1713943,-0.1527468
0.32,-0.00550323,-0.0100266,-0.01858367,-0.03848232,-0.02542143,0.02040715,1.005235,-0.1708755,-0.151911
0.34,-0.002149242,-0.01162207,-0.01799686,-0.03507543,-0.02026632,0.01668263,1.008594,-0.1725085,-0.1511325
0.36,0.0001515215,-0.01368652,-0.01887753,-0.03093304,-0.01554457,0.01826216,1.010897,-0.1746135,-0.1518419
0.38,-0.001740861,-0.01148227,-0.0209528,-0.03005176,-0.01649315,0.01889297,1.009005,-0.1724532,-0.1537664
0.4,-0.002927656,-0.007921766,-0.0225043,-0.03044341,-0.02023245,0.01408597,1.007815,-0.1689401,-0.1551875
0.42,-0.004257925,-0.005116601,-0.02781803,-0.02967562,-0.02509355,0.01287852,1.006479,-0.1661861,-0.1603913
0.44,-0.004960707,-0.007390987,-0.02691206,-0.02989386,-0.02958288,0.01650147,1.005768,-0.1685152,-0.1593959
0.46,-0.00357061,-0.01203241,-0.02097384,-0.02941359,-0.0258846,0.02039506,1.007148,-0.173215,-0.1533888
0.48,-0.002145869,-0.01116053,-0.02129341,-0.02842518,-0.01603448,0.01898871,1.008559,-0.1724051,-0.1536601
0.5,-0.0001455377,-0.01085263,-0.02177495,-0.0316164,-0.01461217,0.01720128,1.010544,-0.172163,-0.1541137
0.52,-0.0007552028,-0.008130983,-0.01897634,-0.03544822,-0.01763838,0.01955815,1.009916,-0.169511,-0.1513071
0.54,-0.001632146,-0.001045937,-0.01772987,-0.03873304,-0.01712772,0.01714323,1.009019,-0.1624994,-0.1500723
0.56,-0.0002972046,-0.002349217,-0.02179129,-0.04323581,-0.01696046,0.01361942,1.010332,-0.1638799,-0.1541646
0.58,-0.001094982,-0.004335,-0.02654529,-0.04633349,-0.01370835,0.0130297,1.009511,-0.1659461,-0.1589681
0.6,-0.001749806,-0.00356472,-0.02461087,-0.04973059,-0.008262135,0.01208705,1.00883,-0.1652593,-0.1571017
0.62,-0.004025299,-0.009034066,-0.02325098,-0.05165841,-0.005294885,0.0127005,1.006528,-0.1708149,-0.155828
0.64,-0.007629093,-0.01131599,-0.02513805,-0.05036585,-0.009581674,0.01031205,1.002895,-0.1731858,-0.1578192
0.66,-0.005671074,-0.01014403,-0.02343255,-0.04895783,-0.0167358,0.007701818,1.004823,-0.1721055,-0.1562354
0.68,-0.00378463,-0.008281401,-0.02058719,-0.04757989,-0.01231565,0.01012129,1.006677,-0.1703374,-0.1535289
0.7000000000000001,-0.005344922,-0.002461487,-0.01761652,-0.04814261,-0.006617694,0.01306918,1.005083,-0.1646148,-0.1507138
0.72,-0.005346173,-0.004021856,-0.0170996,-0.04936468,-0.006179295,0.01538073,1.005046,-0.1662751,-0.1503685
0.74,-0.006193934,-0.008138831,-0.02505761,-0.05012915,-0.006099032,0.01243837,1.004161,-0.1704944,-0.1585135
0.76,-0.007842988,-0.00739996,-0.03088618,-0.05185037,-0.01013694,0.008659121,1.002473,-0.1698601,-0.1645439
0.78,-0.004972126,-0.01062199,-0.02538974,-0.05080121,-0.008278102,0.01329063,1.005302,-0.1731889,-0.159264
0.8,-0.001913378,-0.01093698,-0.0207371,-0.04900199,-0.004437729,0.0157904,1.008317,-0.1736128,-0.1548421
0.8200000000000001,-0.003330448,-0.008380503,-0.02489345,-0.04925386,-0.006121354,0.01081747,1.006855,-0.1711676,-0.1592432
0.84,-0.003752438,-0.0090402,-0.02794244,-0.04859532,-0.004443286,0.005890641,1.006385,-0.1719408,-0.1625503
0.86,-0.002631114,-0.005599431,-0.02739528,-0.04808247,-0.005095989,0.00320908,1.007458,-0.1686158,-0.1622745
0.88,-0.003436487,-0.002259311,-0.02920714,-0.04882679,-0.005921322,0.002239959,1.006601,-0.1653936,-0.1643704
0.9,-0.004077278,-0.003814434,-0.02736626,-0.04996557,-0.004302247,0.002103048,1.005908,-0.1670686,-0.1628262
0.92,-0.004388595,-0.006480355,-0.02193146,-0.05178076,-0.007530301,0.002220689,1.005543,-0.1698559,-0.1577004
0.9400000000000001,-0.004449048,-0.007647958,-0.02067551,-0.05415073,-0.01139547,0.002761312,1.005427,-0.1711464,-0.1567652
0.96,-0.002748786,-0.005100115,-0.02252747,-0.05663147,-0.01494368,0.003919035,1.00707,-0.1687228,-0.1589491
0.98,-0.001141939,-0.001590724,-0.02654775,-0.05915219,-0.01360348,0.004655689,1.008619,-0.1653388,-0.163312
1.0,-0.00129051,-1.320309e-05,-0.028254,-0.06303258,-0.009209067,0.004051919,1.008411,-0.1638876,-0.1653711
1.02,-0.002999996,-0.0005507878,-0.02761014,-0.06761654,-0.009761852,0.00438856,1.006641,-0.1645521,-0.1650899
