timestamp,body_acc_x_train,body_acc_y_train,body_acc_z_train,body_gyro_x_train,body_gyro_y_train,body_gyro_z_train,total_acc_x_train,total_acc_y_train,total_acc_z_train
0.0,-0.003267772,-0.003435144,-0.01757379,-0.01407513,-0.001967294,-0.03501563,1.017137,-0.1747569,-0.0006277613
0.02,-0.004417594,-0.0007101,-0.01567522,-0.01822579,0.003081187,-0.03277209,1.016012,-0.1723381,0.0007252876
0.04,0.001788612,0.00263138,-0.02081361,-0.02061488,0.01259364,-0.03331763,1.02224,-0.1692926,-0.004957849
0.06,0.004296568,-0.0003334811,-0.02627958,-0.02336778,0.02766315,-0.03414615,1.024767,-0.1725431,-0.01096733
0.08,0.002984924,-0.002358526,-0.01515346,-0.02311817,0.03202737,-0.03269255,1.023471,-0.1748433,-0.0003832129
0.1,0.001210011,-0.002036071,-0.003824571,-0.01535904,0.02905044,-0.03549017,1.02171,-0.1747857,0.0104056
0.12,-0.002378043,-0.002067588,-0.009358027,-0.01418479,0.03243037,-0.03393988,1.018133,-0.1750719,0.004334743
0.14,-0.005551581,0.001356231,-0.01117147,-0.01735689,0.02970877,-0.03048827,1.014969,-0.1718926,0.001987422
0.16,-0.006125351,0.003157719,-0.005210718,-0.01944237,0.02461059,-0.02991382,1.014402,-0.1703256,0.007418564
0.18,-0.004540531,0.0006245953,-0.003481203,-0.01660517,0.02131044,-0.02616396,1.015992,-0.1730833,0.008623484
0.2,-0.005248309,-0.002484536,0.001270654,-0.009501277,0.01263954,-0.02241548,1.015287,-0.1764069,0.0128566
0.22,-0.005492924,-0.004836665,0.005610433,-0.006021079,0.0072405,-0.02120027,1.015042,-0.1789638,0.01668444
0.24,-0.002572194,-0.004853789,0.003384917,0.00489088,0.004827074,-0.02231292,1.01796,-0.1791763,0.01395484
0.26,-0.0009263781,-0.003348543,0.001422016,0.01604408,0.006320717,-0.02041759,1.019601,-0.1778572,0.0114967
0.28,0.002057924,0.000126077,-0.001782757,0.01118491,0.0151168,-0.01519757,1.022578,-0.1745601,0.007806371
0.3,0.003484907,0.003202485,-0.003798304,0.005449245,0.02425546,-0.01414052,1.023995,-0.1716526,0.005315564
0.32,-0.0006865395,0.002879438,-0.001987447,0.001742111,0.02815033,-0.01267198,1.019812,-0.1721361,0.006661901
0.34,-0.006340345,0.003155249,-0.0003223313,-0.006057578,0.01321722,-0.008798244,1.014144,-0.1720124,0.007873601
0.36,-0.008433109,0.004933487,0.003872414,-0.00318942,-0.009438096,-0.002127803,1.012036,-0.1703779,0.01162643
0.38,-0.001548269,0.006344542,0.006135945,0.006388351,-0.01492271,0.003274535,1.018904,-0.1691022,0.01346001
0.4,0.004100428,0.005515993,0.006465263,0.004564362,-0.0130651,0.0006533383,1.024534,-0.1700577,0.01337188
0.42,-0.0002128319,0.004230621,0.008377002,0.001759668,-0.01153082,-0.002707383,1.020199,-0.1714616,0.01487924
0.44,-0.003438773,0.006793932,0.001308023,-0.000281886,-0.005180415,-0.008243042,1.016951,-0.1690084,0.007419442
0.46,-0.00185685,0.01053706,-0.006341162,-0.01106733,0.004493272,-0.01436311,1.018509,-0.1653669,-0.000606728
0.48,-0.001107093,0.01293595,-0.002654433,-0.02253024,0.01064645,-0.0140485,1.019234,-0.1630611,0.002716816
0.5,-0.001046858,0.0126913,-0.0007955853,-0.03772237,0.010173,-0.01414099,1.019268,-0.1633901,0.0042261
0.52,-0.0006373636,0.01143829,-0.002943498,-0.04729026,0.01056124,-0.01333256,1.01965,-0.1647185,0.001742088
0.54,-0.0020607,0.01272748,-0.0002552137,-0.04153625,0.007604225,-0.008941405,1.018198,-0.1634955,0.004107585
0.56,-0.003338104,0.01097553,0.006050007,-0.04101532,-0.001737465,-0.005199808,1.016891,-0.1653044,0.01010322
0.58,-0.002454778,0.003888886,0.01275336,-0.04275188,-0.01153345,-0.003412417,1.017744,-0.1724385,0.01651026
0.6,-0.00101343,-0.002004298,0.01410566,-0.03779086,-0.02136273,-0.005361826,1.019154,-0.1783701,0.01757981
0.62,0.0009901879,-0.0008068415,0.007663747,-0.03555685,-0.02258897,-0.008722187,1.021126,-0.1772023,0.01086912
0.64,0.001788687,0.003594027,0.003686726,-0.03475469,-0.01792096,-0.0109984,1.021892,-0.172823,0.006637535
0.66,0.001661954,0.002726387,0.00625043,-0.03204875,-0.01260335,-0.01866118,1.021731,-0.1737045,0.008960904
0.68,-0.0001198982,0.002362368,0.009913593,-0.02788568,-0.001492131,-0.02902262,1.019916,-0.1740751,0.01239789
0.7000000000000001,-0.003204821,0.003292045,0.01294522,-0.02329887,-0.0009863406,-0.02660293,1.016797,-0.1731452,0.01521752
0.72,-0.002028977,0.000297204,0.01186089,-0.01953137,-0.009271933,-0.02129994,1.017939,-0.1761331,0.01393547
0.74,-0.001137378,-0.0002503344,0.005194651,-0.01741825,-0.01085189,-0.02266747,1.018796,-0.1766677,0.007085878
0.76,-0.002839573,-0.0002697508,-0.001017782,-0.01628611,-0.0178142,-0.01108601,1.01706,-0.1766684,0.0007043224
0.78,-0.003717954,-0.002207324,0.0008650634,-0.01561233,-0.02091175,0.001182693,1.016147,-0.1785822,0.002431868
0.8,-0.006760574,-0.003809219,0.005106393,-0.01627681,-0.01612627,-0.005413049,1.01307,-0.1801556,0.006531206
0.8200000000000001,-0.007808541,-0.005539317,0.001674354,-0.01320674,-0.02025779,-0.008313281,1.011987,-0.181853,0.002970025
0.84,-0.004110945,-0.006092213,0.0004218488,-0.007841793,-0.01983417,-0.0002691068,1.015649,-0.1823699,0.001600789
0.86,-0.002167558,-0.0101514,0.001249505,-0.004601374,-0.01661217,0.002662492,1.017556,-0.1863902,0.002323623
0.88,-0.002628541,-0.01242305,-0.0008154701,-0.00128363,-0.01782519,-0.0001234092,1.017058,-0.1886208,0.0001651977
0.9,-0.0008654809,-0.006989663,0.002151357,0.001019756,-0.01020298,-0.001495447,1.018783,-0.1831452,0.003049399
0.92,0.004173526,-0.001938157,0.002499273,0.004060207,-0.001033072,-0.002981527,1.023784,-0.1780508,0.003325006
0.9400000000000001,0.005917959,0.0009904651,0.001115454,0.004799923,0.003371725,-0.01015722,1.025489,-0.1750791,0.001878733
0.96,5.726212e-05,0.001058271,0.003502068,0.002210596,-0.002361036,-0.01729425,1.019589,-0.1749682,0.004212311
0.98,-0.006788002,0.003878741,0.004227251,0.002673374,-0.01674512,-0.01403897,1.012705,-0.1721047,0.004893471
1.0,-0.007263419,0.009809927,0.007174622,-0.0004314267,-0.02366104,-0.00532788,1.012191,-0.1661304,0.0078055
1.02,-0.00198925,0.004738691,0.00727395,-0.006156279,-0.02757281,-0.0005892344,1.017427,-0.1711584,0.007877924
1.04,0.001656494,-0.003275306,0.006130045,-0.008100809,-0.0277928,0.001702904,1.021033,-0.1791288,0.006715361
1.06,0.0002141714,-0.002773925,0.009849159,-0.01002347,-0.02571226,0.001580611,1.019552,-0.1785836,0.01042388
1.08,-0.0002652058,0.001825821,0.008974264,-0.0135641,-0.02889712,0.002043883,1.019033,-0.1739399,0.009546321
1.1,0.002475014,0.006568273,0.006496277,-0.01907884,-0.02705526,0.005176064,1.021735,-0.1691536,0.007073468
1.12,0.003573333,0.004493733,0.004936781,-0.01941919,-0.02538101,-0.0001638735,1.022794,-0.1711843,0.005526723
1.1400000000000001,0.002898592,0.0006535171,0.003968099,-0.01911789,-0.02258696,-0.00708196,1.022081,-0.1749805,0.004578123
1.16,0.002661488,0.002573082,0.006378006,-0.02890253,-0.01280744,-0.006788079,1.021807,-0.1730168,0.007015115
1.18,0.001386998,0.00230033,0.005062382,-0.0348748,-0.01039207,-0.009253485,1.020496,-0.1732454,0.005733258
1.2,-0.0001921598,0.002099127,0.004537048,-0.03111653,-0.009834949,-0.01094425,1.018881,-0.1734023,0.005248073
1.22,0.0005554214,0.004056016,0.009224437,-0.02763326,-0.006275251,-0.01007489,1.019595,-0.171401,0.009981707
1.24,0.002615682,0.002001379,0.01043162,-0.02804634,-0.00260225,-0.01052659,1.021622,-0.1734111,0.01124103
1.26,0.0006973626,0.002099375,0.003701514,-0.01957818,9.238669e-05,-0.008924745,1.019641,-0.1732237,0.004632356
