timestamp,body_acc_x_train,body_acc_y_train,body_acc_z_train,body_gyro_x_train,body_gyro_y_train,body_gyro_z_train,total_acc_x_train,total_acc_y_train,total_acc_z_train
0.0,-0.004124516,-0.012709,0.004591578,-0.1008926,-0.02633187,-0.02901469,0.9978499,-0.1609325,0.2128458
0.02,-0.0037174,-0.01477247,0.001572061,-0.1011613,-0.02122447,-0.03065264,0.9982275,-0.1632168,0.2099063
0.04,-0.002260474,-0.01812882,0.0009460606,-0.100249,-0.02194128,-0.03010126,0.9996505,-0.1668003,0.209367
0.06,-0.001227384,-0.01775932,-0.0002226734,-0.09834271,-0.02892548,-0.03039325,1.000645,-0.1666641,0.2082911
0.08,-0.0027472,-0.01523676,-0.00217446,-0.0975109,-0.03617563,-0.03157022,0.9990834,-0.1643807,0.2064374
0.1,-0.004412118,-0.01283194,-0.004785233,-0.08729606,-0.03631243,-0.03865185,0.9973727,-0.1622207,0.2039295
0.12,-0.00654897,-0.009239134,-0.008413562,-0.07762255,-0.02819274,-0.04222994,0.9951865,-0.158878,0.2004078
0.14,-0.005889495,-0.007192651,-0.01000728,-0.08023864,-0.02093816,-0.0428361,0.9957934,-0.1570865,0.1989236
0.16,-0.001915735,-0.006240325,-0.007556274,-0.08379468,-0.01746154,-0.04220831,0.9997113,-0.1563932,0.2014862
0.18,0.0006230656,-0.006642926,-0.004412157,-0.08611063,-0.01384784,-0.04165811,1.002191,-0.1570584,0.2047429
0.2,0.001993024,-0.006653084,-0.005451541,-0.09336544,-0.01675275,-0.03850476,1.003499,-0.1573341,0.2038166
0.22,0.001032823,-0.005790037,-0.004669339,-0.09695392,-0.02391096,-0.0321081,1.002475,-0.1567389,0.2047116
0.24,-0.0009529704,-0.00842363,-0.001033137,-0.09497011,-0.02344818,-0.03276167,1.000424,-0.1596421,0.2084599
0.26,-0.001652226,-0.01144639,0.0003792395,-0.09303568,-0.02365379,-0.03119172,0.9996571,-0.1629356,0.2099832
0.28,-0.003458517,-0.01231745,-0.0003674967,-0.08616394,-0.02715353,-0.02805602,0.9977821,-0.1640784,0.209346
0.3,-0.004244879,-0.009519258,-0.00703343,-0.08043746,-0.02497821,-0.02742984,0.9969258,-0.1615527,0.2027879
0.32,-0.003552823,-0.005284547,-0.01114355,-0.07717076,-0.02558074,-0.01855968,0.9975468,-0.1575909,0.1987837
0.34,-0.002063627,-0.004669775,-0.005427091,-0.07167873,-0.02766881,-0.01302364,0.998964,-0.157249,0.2046034
0.36,-0.0001806527,-0.003400812,-0.001317224,-0.07030054,-0.02662388,-0.01599859,1.000774,-0.1562525,0.2088135
0.38,-0.0009236072,-0.005853246,-0.002987755,-0.06413936,-0.02937373,-0.01819212,0.9999575,-0.1589765,0.2072398
0.4,-0.001128788,-0.01133568,-0.003276541,-0.05816339,-0.02912505,-0.01984276,0.9996783,-0.1647293,0.2070444
0.42,-0.0003916172,-0.007237577,0.003448075,-0.06074541,-0.02530095,-0.02113201,1.000341,-0.1608999,0.2138589
0.44,-0.0008667506,-0.0008867279,0.008172051,-0.05954256,-0.02465355,-0.01988793,0.9997915,-0.154816,0.2186691
0.46,-0.0005220606,0.00141675,0.004350276,-0.06058113,-0.03130847,-0.01552739,1.000062,-0.1527773,0.2149304
